Total Trades,Win Rate,Siege (Bulldozer) WR,Magnet Fade WR,Handover WR,Fractal Consensus WR,MN1 Authority WR,D1 Authority WR
1237,27.324171382376715,0.0,0.0,0.0,0.0,0.0,27.346278317152105
