ticket,symbol,direction,entry_price,exit_price,size,pnl,open_time,close_time,reason
55,BTCUSDT,BULLISH,7707.54,7801.8,0.5010078271556503,47.224997787691706,2020-04-28 01:00:00,2020-04-29 02:00:00,Take Profit
56,BTCUSDT,BULLISH,7707.54,7802.12,0.5006836682638842,47.35466134439813,2020-04-28 01:00:00,2020-04-29 02:00:00,Take Profit
65,BTCUSDT,BULLISH,7721.98,7798.98,0.5252538695371894,40.444547954363586,2020-04-28 16:00:00,2020-04-29 02:00:00,Take Profit
67,BTCUSDT,BULLISH,7726.7,7775.04,0.5606826074948467,27.10339724630097,2020-04-29 00:30:00,2020-04-29 02:00:00,Take Profit
69,BTCUSDT,BULLISH,7744.36,7805.879999999998,0.5451373406566562,33.53684919719674,2020-04-29 01:00:00,2020-04-29 02:00:00,Take Profit
71,BTCUSDT,BULLISH,7755.77,7808.630000000001,0.5555619517286996,29.367004768379385,2020-04-29 02:00:00,2020-04-29 02:00:00,Take Profit
35,BTCUSDT,BULLISH,7656.6,7885.000000000002,0.3809487465982766,87.00869372304693,2020-04-26 13:00:00,2020-04-29 06:00:00,Take Profit
20,BTCUSDT,BULLISH,7242.42,8076.68,0.18094457407460485,150.95482036747987,2020-04-23 13:30:00,2020-04-29 10:00:00,Take Profit
10,BTCUSDT,BULLISH,6733.76,8448.74,0.10355769647587121,177.59937830218956,2020-04-02 20:30:00,2020-04-29 16:00:00,Take Profit
70,BTCUSDT,BULLISH,7774.0,9671.42,0.10951057510592718,207.78755541748836,2020-04-29 02:00:00,2020-05-07 17:00:00,Take Profit
74,BTCUSDT,BULLISH,8617.16,8651.099999999999,0.6247790141857975,21.204999741465148,2020-05-12 02:30:00,2020-05-12 02:30:00,Take Profit
77,BTCUSDT,BULLISH,8617.16,8651.099999999999,0.6257563382278984,21.238170119454054,2020-05-12 07:00:00,2020-05-12 07:00:00,Take Profit
78,BTCUSDT,BULLISH,8727.42,8879.42,0.4926910666902219,74.88904213691373,2020-05-12 13:00:00,2020-05-12 14:00:00,Take Profit
73,BTCUSDT,BULLISH,8527.47,9041.769999999999,0.29652915390548434,152.5049438535904,2020-05-11 23:00:00,2020-05-13 11:30:00,Take Profit
75,BTCUSDT,BULLISH,8688.12,9089.78,0.33872303147296046,136.05149282142924,2020-05-12 03:00:00,2020-05-13 12:30:00,Take Profit
76,BTCUSDT,BULLISH,8719.53,9159.210000000001,0.3233859391799416,142.1863297386368,2020-05-12 03:30:00,2020-05-13 15:30:00,Take Profit
80,BTCUSDT,BULLISH,8727.42,8879.42,0.5110110597536484,77.67368108255455,2020-05-24 23:30:00,2020-05-24 23:30:00,Take Profit
81,BTCUSDT,BULLISH,8701.4,8837.1,0.5265598375658269,71.45416995768309,2020-05-24 23:30:00,2020-05-24 23:30:00,Take Profit
83,BTCUSDT,BULLISH,8727.42,8879.42,0.5164142427623526,78.4949648998776,2020-05-25 11:00:00,2020-05-25 17:30:00,Take Profit
84,BTCUSDT,BULLISH,8756.36,8902.600000000002,0.5218597356561545,76.31676774235687,2020-05-25 14:30:00,2020-05-25 17:30:00,Take Profit
87,BTCUSDT,BULLISH,8727.42,8879.42,0.5220233635102597,79.34755125355947,2020-05-26 15:30:00,2020-05-27 00:30:00,Take Profit
89,BTCUSDT,BULLISH,8808.99,8876.47,0.6164047588296048,41.59499312582146,2020-05-26 22:00:00,2020-05-27 00:30:00,Take Profit
93,BTCUSDT,BULLISH,8830.64,8857.839999999997,0.6801866749654798,18.50107755905907,2020-05-27 02:30:00,2020-05-27 02:30:00,Take Profit
94,BTCUSDT,BULLISH,8830.64,8857.839999999997,0.6810528302819152,18.524636983666113,2020-05-27 03:00:00,2020-05-27 05:00:00,Take Profit
92,BTCUSDT,BULLISH,8808.99,8876.47,0.6215789927809773,41.94415043286008,2020-05-27 02:30:00,2020-05-27 06:00:00,Take Profit
95,BTCUSDT,BULLISH,8830.64,8857.839999999997,0.6819200885676673,18.548226409038566,2020-05-27 06:00:00,2020-05-27 06:00:00,Take Profit
96,BTCUSDT,BULLISH,8835.75,8867.43,0.6748430824594729,21.3790288523163,2020-05-27 06:00:00,2020-05-27 06:00:00,Take Profit
97,BTCUSDT,BULLISH,8830.64,8857.839999999997,0.6857530195458609,18.65248213164542,2020-05-27 06:30:00,2020-05-27 07:30:00,Take Profit
86,BTCUSDT,BULLISH,8756.36,8902.600000000002,0.5275280035472732,77.14569523875409,2020-05-26 15:00:00,2020-05-27 08:00:00,Take Profit
98,BTCUSDT,BULLISH,8835.75,8867.43,0.6786362350583525,21.499195926648802,2020-05-27 06:30:00,2020-05-27 08:00:00,Take Profit
88,BTCUSDT,BULLISH,8806.34,8978.060000000001,0.5040175202155999,86.5498885714234,2020-05-26 22:00:00,2020-05-27 10:00:00,Take Profit
90,BTCUSDT,BULLISH,8851.01,8961.070000000002,0.5649470584983387,62.1780732583279,2020-05-27 00:00:00,2020-05-27 10:00:00,Take Profit
79,BTCUSDT,BULLISH,8719.53,9159.210000000001,0.3359352431688426,147.7040077164768,2020-05-24 23:30:00,2020-05-27 10:30:00,Take Profit
82,BTCUSDT,BULLISH,8688.12,9089.78,0.35558798244245526,142.82546902783653,2020-05-25 10:30:00,2020-05-27 10:30:00,Take Profit
85,BTCUSDT,BULLISH,8809.37,9061.630000000003,0.43703532641096765,110.2465314404316,2020-05-25 17:00:00,2020-05-27 10:30:00,Take Profit
91,BTCUSDT,BULLISH,8895.65,9264.209999999997,0.3749309054044762,138.18453449587287,2020-05-27 00:30:00,2020-05-28 00:30:00,Take Profit
72,BTCUSDT,BULLISH,8715.13,10264.189999999997,0.13696902830463645,212.1732429855798,2020-04-29 22:00:00,2020-06-01 23:00:00,Take Profit
100,BTCUSDT,BULLISH,8927.22,9097.959999999997,0.5489309884813591,93.72447697330614,2020-06-27 19:30:00,2020-06-27 21:30:00,Take Profit
102,BTCUSDT,BULLISH,8975.06,9007.179999999998,0.7293607375389165,23.427066889749256,2020-06-28 06:00:00,2020-06-28 06:30:00,Take Profit
101,BTCUSDT,BULLISH,8933.85,9117.85,0.5364672472017975,98.70997348513075,2020-06-27 19:30:00,2020-06-28 14:00:00,Take Profit
104,BTCUSDT,BULLISH,8975.06,9007.179999999998,0.7350136598926553,23.60863875575134,2020-07-05 21:00:00,2020-07-05 21:00:00,Take Profit
105,BTCUSDT,BULLISH,8968.0,8991.64,0.7497264250609336,17.723532688440034,2020-07-05 21:00:00,2020-07-05 21:00:00,Take Profit
106,BTCUSDT,BULLISH,9040.78,9095.460000000001,0.7003623342607925,38.29581243738034,2020-07-05 22:00:00,2020-07-05 22:30:00,Take Profit
103,BTCUSDT,BULLISH,9071.25,9295.75,0.5085894358892129,114.1783283571283,2020-06-29 06:30:00,2020-07-06 15:30:00,Take Profit
107,BTCUSDT,BULLISH,9137.18,9296.5,0.5747876510004785,91.57516855739605,2020-07-10 04:30:00,2020-07-10 23:30:00,Take Profit
110,BTCUSDT,BULLISH,9089.1,9137.840000000002,0.7205101669758306,35.11766553840314,2020-07-16 09:00:00,2020-07-16 16:00:00,Take Profit
113,BTCUSDT,BULLISH,9089.1,9137.840000000002,0.7220753345801628,35.19395180743829,2020-07-16 20:00:00,2020-07-16 22:00:00,Take Profit
115,BTCUSDT,BULLISH,9084.25,9090.009999999998,0.800295654267679,4.60970296858055,2020-07-17 05:30:00,2020-07-17 05:30:00,Take Profit
114,BTCUSDT,BULLISH,9089.1,9137.840000000002,0.7236439022053996,35.270403793492335,2020-07-17 05:30:00,2020-07-17 11:30:00,Take Profit
116,BTCUSDT,BULLISH,9117.85,9151.790000000003,0.7485370298544086,25.40534679326037,2020-07-17 06:00:00,2020-07-17 12:00:00,Take Profit
117,BTCUSDT,BULLISH,9122.07,9146.21,0.7658324108431751,18.4871943977538,2020-07-17 11:00:00,2020-07-17 12:00:00,Take Profit
118,BTCUSDT,BULLISH,9127.96,9163.899999999998,0.7451029011676488,26.778998267964322,2020-07-17 11:30:00,2020-07-17 12:00:00,Take Profit
119,BTCUSDT,BULLISH,9127.96,9163.899999999998,0.7499632921963441,26.953680721535623,2020-07-17 14:00:00,2020-07-17 18:30:00,Take Profit
120,BTCUSDT,BULLISH,9122.07,9146.21,0.7720990031935313,18.638469937091397,2020-07-18 01:30:00,2020-07-18 01:30:00,Take Profit
122,BTCUSDT,BULLISH,9122.07,9146.21,0.7729778861065831,18.659686170612467,2020-07-18 02:00:00,2020-07-18 08:30:00,Take Profit
123,BTCUSDT,BULLISH,9117.85,9151.790000000003,0.7555211333669263,25.642387266475236,2020-07-18 02:00:00,2020-07-18 08:30:00,Take Profit
112,BTCUSDT,BULLISH,9123.0,9206.259999999998,0.6704963904306264,55.82552946725288,2020-07-16 18:00:00,2020-07-18 09:00:00,Take Profit
121,BTCUSDT,BULLISH,9127.96,9163.899999999998,0.7511998697401131,26.99812331845868,2020-07-18 01:30:00,2020-07-18 09:00:00,Take Profit
125,BTCUSDT,BULLISH,9122.07,9146.21,0.7789724033048102,18.804393815777665,2020-07-19 10:00:00,2020-07-19 10:00:00,Take Profit
126,BTCUSDT,BULLISH,9117.85,9151.790000000003,0.7613802717834263,25.84124642433126,2020-07-19 10:00:00,2020-07-19 10:00:00,Take Profit
127,BTCUSDT,BULLISH,9127.96,9163.899999999998,0.7578872210343229,27.238466723972575,2020-07-19 10:00:00,2020-07-19 16:30:00,Take Profit
128,BTCUSDT,BULLISH,9122.07,9146.21,0.781077634607687,18.85521409942911,2020-07-19 10:30:00,2020-07-19 16:30:00,Take Profit
129,BTCUSDT,BULLISH,9117.85,9151.790000000003,0.7634379590323597,25.911084329560065,2020-07-19 10:30:00,2020-07-19 16:30:00,Take Profit
130,BTCUSDT,BULLISH,9134.32,9153.96,0.7894535028655618,15.504866796279174,2020-07-19 16:00:00,2020-07-19 16:30:00,Take Profit
131,BTCUSDT,BULLISH,9136.98,9161.939999999999,0.7795704723797642,19.458078990598235,2020-07-19 16:30:00,2020-07-19 16:30:00,Take Profit
132,BTCUSDT,BULLISH,9136.98,9161.939999999999,0.7846047208238456,19.5837338317625,2020-07-19 17:00:00,2020-07-19 18:30:00,Take Profit
124,BTCUSDT,BULLISH,9123.0,9206.259999999998,0.6836761890860051,56.92287950329969,2020-07-19 10:00:00,2020-07-19 23:00:00,Take Profit
133,BTCUSDT,BULLISH,9157.03,9222.090000000002,0.7177940412805552,46.699680325713864,2020-07-19 20:00:00,2020-07-19 23:00:00,Take Profit
135,BTCUSDT,BULLISH,9134.32,9153.96,0.8004235726682792,15.720318967204538,2020-07-20 11:30:00,2020-07-20 11:30:00,Take Profit
136,BTCUSDT,BULLISH,9136.98,9161.939999999999,0.7904032097950794,19.728464116484492,2020-07-20 11:30:00,2020-07-20 11:30:00,Take Profit
137,BTCUSDT,BULLISH,9134.32,9153.96,0.8021130580883388,15.753500460854507,2020-07-20 13:30:00,2020-07-20 13:30:00,Take Profit
138,BTCUSDT,BULLISH,9136.98,9161.939999999999,0.7920715448423162,19.770105759263522,2020-07-20 13:30:00,2020-07-20 13:30:00,Take Profit
139,BTCUSDT,BULLISH,9161.69,9184.290000000003,0.7981760431154534,18.03877857441099,2020-07-20 19:00:00,2020-07-20 19:00:00,Take Profit
140,BTCUSDT,BULLISH,9161.69,9184.290000000003,0.7990297477332675,18.058072298773588,2020-07-20 19:30:00,2020-07-20 20:00:00,Take Profit
141,BTCUSDT,BULLISH,9161.69,9184.290000000003,0.7998843654473599,18.07738665911208,2020-07-20 20:30:00,2020-07-20 20:30:00,Take Profit
142,BTCUSDT,BULLISH,9161.69,9184.290000000003,0.8007398972343505,18.096721677498067,2020-07-20 21:00:00,2020-07-21 01:00:00,Take Profit
143,BTCUSDT,BULLISH,9167.8,9181.14,0.8186787646277596,10.921174720134431,2020-07-21 01:00:00,2020-07-21 01:00:00,Take Profit
144,BTCUSDT,BULLISH,9161.69,9184.290000000003,0.8021132004240159,18.12775832958451,2020-07-21 01:30:00,2020-07-21 01:30:00,Take Profit
145,BTCUSDT,BULLISH,9167.8,9181.14,0.8200828337426592,10.939905002127194,2020-07-21 01:30:00,2020-07-21 01:30:00,Take Profit
146,BTCUSDT,BULLISH,9161.69,9184.290000000003,0.8034888588874193,18.15884821085743,2020-07-21 02:00:00,2020-07-21 02:00:00,Take Profit
147,BTCUSDT,BULLISH,9167.8,9181.14,0.821489310896175,10.958667407355096,2020-07-21 02:00:00,2020-07-21 02:00:00,Take Profit
149,BTCUSDT,BULLISH,9167.8,9181.14,0.8228982002181963,10.977461990910857,2020-07-21 02:30:00,2020-07-21 02:30:00,Take Profit
150,BTCUSDT,BULLISH,9167.8,9181.14,0.8234293591668056,10.984547651285306,2020-07-21 03:00:00,2020-07-21 03:30:00,Take Profit
153,BTCUSDT,BULLISH,9167.8,9181.14,0.8239608609644196,10.991637885265478,2020-07-21 04:00:00,2020-07-21 04:00:00,Take Profit
154,BTCUSDT,BULLISH,9167.8,9181.14,0.8244927058323377,10.998732695803504,2020-07-21 04:30:00,2020-07-21 04:30:00,Take Profit
155,BTCUSDT,BULLISH,9167.8,9181.14,0.8250248939920031,11.005832085853442,2020-07-21 05:00:00,2020-07-21 05:00:00,Take Profit
148,BTCUSDT,BULLISH,9161.69,9184.290000000003,0.8048668766639555,18.189991412607153,2020-07-21 02:30:00,2020-07-21 05:30:00,Take Profit
151,BTCUSDT,BULLISH,9178.14,9192.119999999999,0.822156363394386,11.493745960253158,2020-07-21 03:30:00,2020-07-21 05:30:00,Take Profit
156,BTCUSDT,BULLISH,9181.65,9196.929999999998,0.8231303724519118,12.577432091064253,2020-07-21 06:00:00,2020-07-21 06:00:00,Take Profit
157,BTCUSDT,BULLISH,9167.8,9181.14,0.826993712371967,11.032096123042159,2020-07-21 06:00:00,2020-07-21 06:00:00,Take Profit
158,BTCUSDT,BULLISH,9178.14,9192.119999999999,0.8257152062221105,11.543498582984745,2020-07-21 06:00:00,2020-07-21 06:00:00,Take Profit
161,BTCUSDT,BULLISH,9178.14,9192.119999999999,0.8274135021203226,11.567240759641749,2020-07-21 06:30:00,2020-07-21 06:30:00,Take Profit
134,BTCUSDT,BULLISH,9157.03,9222.090000000002,0.7222503505666265,46.98960780786566,2020-07-20 10:30:00,2020-07-21 07:00:00,Take Profit
152,BTCUSDT,BULLISH,9172.47,9216.63,0.7667867036001292,33.8613008309816,2020-07-21 04:00:00,2020-07-21 07:00:00,Take Profit
160,BTCUSDT,BULLISH,9181.65,9196.929999999998,0.8248233519740218,12.603300818162094,2020-07-21 06:30:00,2020-07-21 07:00:00,Take Profit
162,BTCUSDT,BULLISH,9189.14,9219.399999999998,0.7961061721000606,24.09017276774656,2020-07-21 06:30:00,2020-07-21 07:00:00,Take Profit
108,BTCUSDT,BULLISH,9137.18,9353.580000000002,0.5215610463296345,112.86581042573367,2020-07-10 04:30:00,2020-07-21 07:30:00,Take Profit
109,BTCUSDT,BULLISH,9137.18,9296.5,0.5780621689350203,92.09686475472726,2020-07-16 07:00:00,2020-07-21 07:30:00,Take Profit
111,BTCUSDT,BULLISH,9071.25,9295.75,0.5177289548898886,116.23015037277999,2020-07-16 09:30:00,2020-07-21 07:30:00,Take Profit
159,BTCUSDT,BULLISH,9210.51,9367.53,0.6149377789087834,96.55753004425745,2020-07-21 06:30:00,2020-07-21 07:30:00,Take Profit
164,BTCUSDT,BULLISH,9340.0,9359.779999999999,0.8420360216766157,16.65547250876248,2020-07-22 17:00:00,2020-07-22 17:00:00,Take Profit
165,BTCUSDT,BULLISH,9341.77,9364.57,0.836021478664639,19.061289713553162,2020-07-22 17:00:00,2020-07-22 17:30:00,Take Profit
166,BTCUSDT,BULLISH,9340.0,9359.779999999999,0.8437377112388778,16.68913192830402,2020-07-22 18:00:00,2020-07-22 18:00:00,Take Profit
167,BTCUSDT,BULLISH,9341.77,9364.57,0.8377110133014563,19.099811103272593,2020-07-22 18:00:00,2020-07-22 18:00:00,Take Profit
169,BTCUSDT,BULLISH,9364.03,9382.230000000001,0.8486370045061835,15.445193482013158,2020-07-22 19:30:00,2020-07-22 20:30:00,Take Profit
171,BTCUSDT,BULLISH,9341.77,9364.57,0.8401345769965172,19.15506835551998,2020-07-22 21:00:00,2020-07-22 21:00:00,Take Profit
168,BTCUSDT,BULLISH,9362.55,9426.909999999996,0.7642777054106489,49.18891312022703,2020-07-22 18:30:00,2020-07-22 22:00:00,Take Profit
170,BTCUSDT,BULLISH,9344.11,9429.45,0.7318764147898932,62.458333238169594,2020-07-22 21:00:00,2020-07-22 22:00:00,Take Profit
172,BTCUSDT,BULLISH,9364.03,9382.230000000001,0.8493756555574515,15.458636931146236,2020-07-22 21:00:00,2020-07-22 22:00:00,Take Profit
173,BTCUSDT,BULLISH,9372.24,9398.58,0.8340573263621457,21.96906997637904,2020-07-22 21:30:00,2020-07-22 22:00:00,Take Profit
163,BTCUSDT,BULLISH,9314.87,9596.590000000002,0.5184971559869275,146.0710187846378,2020-07-22 07:30:00,2020-07-23 14:00:00,Take Profit
174,BTCUSDT,BULLISH,9543.74,9614.659999999998,0.7676355218768576,54.4407112115054,2020-07-24 15:00:00,2020-07-24 20:30:00,Take Profit
175,BTCUSDT,BULLISH,9540.43,9604.73,0.7785804866729464,50.06272529306989,2020-07-24 15:30:00,2020-07-24 20:30:00,Take Profit
177,BTCUSDT,BULLISH,9543.74,9614.659999999998,0.7720737889500157,54.75547311233376,2020-07-24 22:00:00,2020-07-25 03:30:00,Take Profit
178,BTCUSDT,BULLISH,9540.43,9604.73,0.7830820346593594,50.35217482859624,2020-07-24 22:00:00,2020-07-25 03:30:00,Take Profit
180,BTCUSDT,BULLISH,9582.35,9597.050000000001,0.8818112892480298,12.962625951946679,2020-07-25 12:00:00,2020-07-25 12:00:00,Take Profit
182,BTCUSDT,BULLISH,9582.35,9597.050000000001,0.8824364460337519,12.971815756696795,2020-07-25 13:00:00,2020-07-25 13:00:00,Take Profit
183,BTCUSDT,BULLISH,9582.35,9597.050000000001,0.883062046022018,12.981012076524307,2020-07-25 13:30:00,2020-07-25 13:30:00,Take Profit
184,BTCUSDT,BULLISH,9582.35,9597.050000000001,0.8836880895270347,12.990214916048053,2020-07-25 14:00:00,2020-07-25 15:00:00,Take Profit
185,BTCUSDT,BULLISH,9582.35,9597.050000000001,0.884314576863232,12.999424279890153,2020-07-25 15:30:00,2020-07-25 16:00:00,Take Profit
