ticket,symbol,direction,entry_price,exit_price,size,pnl,open_time,close_time,reason,entry_reason,origin_id,tf
948,BTCUSDT,BULLISH,48400.0,48200.0,699.6534717811084,-139930.69435622168,2021-12-13 08:00:00,2021-12-13 08:00:00,Stop Loss,H4#80e9b51d1e30 MN1 Flow (Tide) (Discovery) [T3],,
949,BTCUSDT,BULLISH,48358.485,48022.24,416.1569520921369,-139930.69435622168,2021-12-13 08:00:00,2021-12-13 14:00:00,Stop Loss,H1#e70c7cd72eac MN1 Flow (Tide) (Discovery) [T2],,
950,BTCUSDT,BULLISH,48358.485,48022.24,416.1569520921369,-139930.69435622168,2021-12-13 08:00:00,2021-12-13 14:00:00,Stop Loss,M30#e60b0f821f86 MN1 Flow (Tide) (Discovery) [T2],,
952,BTCUSDT,BULLISH,47741.13,47541.13,673.7904317869953,-134758.08635739906,2021-12-13 14:30:00,2021-12-13 15:00:00,Stop Loss,M30#19e38386efa8 MN1 Flow (Tide) (Discovery) [T3],,
951,BTCUSDT,BULLISH,47716.475,46936.35,172.73909483403182,-134758.08635739906,2021-12-13 14:30:00,2021-12-13 16:00:00,Stop Loss,H4#3b2fd847d752 MN1 Flow (Tide) (Discovery) [T2],,
953,BTCUSDT,BULLISH,46855.01,46544.05,424.6942520911096,-132062.92463025107,2021-12-14 02:30:00,2021-12-14 06:00:00,Stop Loss,M30#ded35c649df3 MN1 Flow (Tide) (Discovery) [T1],,
954,BTCUSDT,BULLISH,47013.29,46544.05,281.4400405554762,-132062.92463025107,2021-12-14 04:00:00,2021-12-14 06:00:00,Stop Loss,M30#ddac5e639e76 MN1 Flow (Tide) (Discovery) [T1],,
958,BTCUSDT,BULLISH,47316.0,46620.43,186.06562407471012,-129421.66613764605,2021-12-14 11:30:00,2021-12-14 15:30:00,Stop Loss,M30#ded9073bcf1f MN1 Flow (Tide) (Discovery) [T1],,
955,BTCUSDT,BULLISH,46962.99,46456.9,255.72855843357297,-129421.66613764605,2021-12-14 08:00:00,2021-12-14 18:30:00,Stop Loss,H1#de0a4a1f76ad MN1 Flow (Tide) (Discovery) [T1],,
957,BTCUSDT,BULLISH,47434.16,46456.9,132.43319703829664,-129421.66613764604,2021-12-14 11:00:00,2021-12-14 18:30:00,Stop Loss,H1#e7b41d69c660 MN1 Flow (Tide) (Discovery) [T1],,
961,BTCUSDT,BULLISH,48251.94,47934.76,395.79738997892844,-125539.01615351664,2021-12-14 23:30:00,2021-12-15 02:00:00,Stop Loss,M30#682590b72ddb MN1 Flow (Tide) (Discovery) [T1],,
962,BTCUSDT,BULLISH,48250.16,47787.99,268.91322671739835,-124283.62599198148,2021-12-15 08:00:00,2021-12-15 12:30:00,Stop Loss,H1#bd5713566471 MN1 Flow (Tide) (Discovery) [T1],,
963,BTCUSDT,BULLISH,48245.25,47850.1,314.5226521371151,-124283.62599198148,2021-12-15 08:00:00,2021-12-15 12:30:00,Stop Loss,M30#3ffbe88122e9 MN1 Flow (Tide) (Discovery) [T1],,
956,BTCUSDT,BULLISH,47000.0,47150.0,180.35349238802442,27053.02385820366,2021-12-14 08:00:00,2021-12-15 15:00:00,Stop Loss,M30#8b16187e49b1 MN1 Flow (Tide) (Discovery) [T1],,
960,BTCUSDT,BULLISH,46976.12,47126.12,234.118488966313,35117.77334494695,2021-12-14 20:00:00,2021-12-15 15:00:00,Stop Loss,M30#36bb7bc3d07a MN1 Flow (Tide) (Discovery) [T1],,
968,BTCUSDT,BULLISH,49137.99,48500.35,191.9886792612971,-122419.66144417337,2021-12-16 11:30:00,2021-12-16 13:00:00,Stop Loss,M30#256c5b877286 MN1 Flow (Tide) (Discovery) [T1],,
965,BTCUSDT,BULLISH,48746.61,48320.01,286.9659199347721,-122419.66144417335,2021-12-16 06:30:00,2021-12-16 15:00:00,Stop Loss,M30#8e56dd2620d4 MN1 Flow (Tide) (Discovery) [T1],,
966,BTCUSDT,BULLISH,48948.52,48320.01,194.77758737995322,-122419.66144417338,2021-12-16 10:00:00,2021-12-16 15:00:00,Stop Loss,M30#9e07e75b2632 MN1 Flow (Tide) (Discovery) [T1],,
967,BTCUSDT,BULLISH,48885.88,48320.01,216.33884362870336,-122419.66144417337,2021-12-16 11:00:00,2021-12-16 15:00:00,Stop Loss,H1#4b7b25c40ad8 MN1 Flow (Tide) (Discovery) [T1],,
964,BTCUSDT,BULLISH,47647.58,47797.58,99.91810434555414,14987.715651833121,2021-12-15 19:00:00,2021-12-16 19:00:00,Stop Loss,H1#557d7f4d353a MN1 Flow (Tide) (Discovery) [T1],,
959,BTCUSDT,BULLISH,47262.72,47412.72,147.93487721511244,22190.231582266864,2021-12-14 20:00:00,2021-12-17 00:00:00,Stop Loss,H1#81fd33a3f435 MN1 Flow (Tide) (Discovery) [T1],,
971,BTCUSDT,BULLISH,47804.97,47533.0,433.4840403674923,-117894.65445874739,2021-12-17 04:30:00,2021-12-17 06:00:00,Stop Loss,M30#995c2a814bef MN1 Flow (Tide) (Discovery) [T1],,
969,BTCUSDT,BULLISH,48324.04,46422.38,63.731405629676914,-121195.46482973162,2021-12-16 15:00:00,2021-12-17 14:30:00,Stop Loss,H4#258fd1102ae7 MN1 Flow (Tide) (Discovery) [T1],,
970,BTCUSDT,BULLISH,47687.62,46422.38,93.00429336957751,-117672.75214292474,2021-12-16 19:30:00,2021-12-17 14:30:00,Stop Loss,M30#9d598f2d9984 MN1 Flow (Tide) (Discovery) [T1],,
972,BTCUSDT,BULLISH,47134.979999999996,46422.38,163.7885320153805,-116715.70791415991,2021-12-17 07:00:00,2021-12-17 14:30:00,Stop Loss,H1#557d7f4d353a MN1 Flow (Tide) (Discovery) [T2],,
973,BTCUSDT,BULLISH,47161.0,45699.82,77.44416749838604,-113159.86866529174,2021-12-17 16:00:00,2021-12-17 22:00:00,Stop Loss,M30#02b7052b28ba MN1 Flow (Tide) (Discovery) [T1],,
974,BTCUSDT,BULLISH,46324.6,46474.6,519.2985212007646,77894.77818011469,2021-12-18 09:00:00,2021-12-19 19:00:00,Stop Loss,H1#00cac1470e6f MN1 Flow (Tide) (Discovery) [T1],,
978,BTCUSDT,BULLISH,46815.99,46358.13,244.67800196269317,-112028.26997863884,2021-12-19 02:00:00,2021-12-20 00:00:00,Stop Loss,H1#42d06865e101 MN1 Flow (Tide) (Discovery) [T1],,
979,BTCUSDT,BULLISH,46648.65,46261.81,289.5984644262169,-112028.26997863884,2021-12-19 19:00:00,2021-12-20 00:00:00,Stop Loss,M30#dffea224999d MN1 Flow (Tide) (Discovery) [T1],,
980,BTCUSDT,BULLISH,46808.01,46456.13,320.5843405718952,-112807.21776043998,2021-12-19 23:30:00,2021-12-20 00:00:00,Stop Loss,M30#e96859a239bc MN1 Flow (Tide) (Discovery) [T1],,
981,BTCUSDT,BULLISH,46717.81,46405.53,350.45017350859234,-109438.5801832628,2021-12-20 04:00:00,2021-12-20 05:30:00,Stop Loss,H1#0ba6c68da9fb MN1 Flow (Tide) (Discovery) [T1],,
982,BTCUSDT,BULLISH,46717.81,46336.84,287.2629870679121,-109438.5801832628,2021-12-20 05:00:00,2021-12-20 06:00:00,Stop Loss,M30#df80796951c1 MN1 Flow (Tide) (Discovery) [T1],,
975,BTCUSDT,BULLISH,46560.11,46108.87,248.2675959104675,-112028.26997863884,2021-12-18 09:30:00,2021-12-20 07:00:00,Stop Loss,M30#19bf8fe8ec17 MN1 Flow (Tide) (Discovery) [T1],,
976,BTCUSDT,BULLISH,46813.94,46108.87,158.8895712179484,-112028.26997863883,2021-12-18 10:30:00,2021-12-20 07:00:00,Stop Loss,M30#92a71df89896 MN1 Flow (Tide) (Discovery) [T1],,
977,BTCUSDT,BULLISH,47059.59,45925.33,98.76771637776115,-112028.26997863884,2021-12-19 00:00:00,2021-12-20 09:00:00,Stop Loss,H4#13a8d5734aa1 MN1 Flow (Tide) (Discovery) [T1],,
990,BTCUSDT,BULLISH,48574.38,48337.34,438.2760735750845,-103888.96048023841,2021-12-21 10:00:00,2021-12-21 15:30:00,Stop Loss,H1#70c750d69611 MN1 Flow (Tide) (Discovery) [T1],,
